Environment,Domain Name,Service Type,Plan Name,Case Search Enabled,Linked Domain Names,Keep,Reason
www,co-carecoordination-dev,SANDBOX,Enterprise Plan for State of Colorado: Capacity and Central Registries,True,"woody-sample-apps,wm-location-import-test,https://staging.commcarehq.org/a/co-carecoordination-test/,https://staging.commcarehq.org/a/bha-auto-tests/,bh-mat-registry,woody-meade-test,bha-auto-tests,bha-location-redesign-1,jonathantangtest,test-project-432,co-carecoordination-test,co-carecoordination,co-carecoordination-uat,co-carecoordination-perf",TRUE,has downstream keep
www,gorongosa-project,PRODUCT,CommCare Paused Edition,,,FALSE,
www,ny-state-covid19,IMPLEMENTATION,CommCare Paused Edition,,ny-training-covid19,FALSE,
www,nj-covid-camden,,,,,FALSE,
www,tc-monkeypox-staging,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,vee-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,vee-2,FALSE,
www,ny-sullivan-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,inddex-upload-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,gpm-ccc-tech-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ush-migration-b2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,fh-ethiopia-2,PRODUCT,Discounted Custom Advanced Plan for Food for the Hungry - Pay Annually,,,FALSE,
www,marissaharrison-test-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,polio-kenya,INTERNAL,Dimagi Only CommCare Enterprise Edition,,https://ujira.health.go.ke/a/test/,FALSE,
www,campaign-milda-guinea,INTERNAL,Trial Internal Enterprise Plan,,hl-test,FALSE,
www,ny-tompkins-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,ccc-tech1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,cooper-test,NOT_SET,Dimagi Only CommConnect Enterprise Edition,,,FALSE,
www,co-saguache,,,,,FALSE,
www,nj-covid-integrations,,,,,FALSE,
www,project-space-b,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ceshhar-zim,IMPLEMENTATION,CommCare Advanced Edition - Pay Annually,True,,TRUE,production domain
www,casesearch-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,qa domain
www,survivorcare-ss3,INTERNAL,Dimagi Only CommCare Enterprise Edition,,survivorcare,FALSE,
www,ny-seneca-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,vee-test-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-custer,,,,,FALSE,
www,ccc-kmc,INTERNAL,Enterprise Plan for Connect - test spaces,,ccc-kmc-testing,FALSE,
www,analytics-test-env,INTERNAL,Dimagi Only CommCare Enterprise Edition,,"analytics-test-big-bird,analytics-test-bert,analytics-test-cookie-mon,analytics-test-count,analytics-test-kermit",FALSE,
www,ny-otsego-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,nick-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,rapid-assessment-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,kriti-test,NOT_SET,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,erm-downstream,INTERNAL,qa_erm,True,,FALSE,
www,ush-migration-transfer,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,fourth-story-window,INTERNAL,Dimagi Only CommCare Enterprise Edition,,beautiful-grotesque,FALSE,
www,campaign-angola,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,solina-nigeria,PRODUCT,CommCare Paused Edition,,,FALSE,
www,ak-covid19-load-testing,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ccc-kmc-testing,INTERNAL,Enterprise Plan for Connect - test spaces,,,FALSE,
www,projectx-dd,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,solina-dev,PRODUCT,CommCare Paused Edition,False,solina-nigeria,FALSE,
www,somerville-hhs-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,chandler-smith-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,hep-b-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ny-clinton-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,senegal-arch-3-study,PRODUCT,CommCare Paused Edition,,,FALSE,
www,acted-drc-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,vt-prod,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,ny-warren-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,copy-of-colorado-app,,,,,FALSE,
www,teama,PRODUCT,CommCare Free Edition,,,FALSE,
www,ccc-chc-jhf-2024-25,INTERNAL,Enterprise Plan for Connect - test spaces,,,FALSE,
www,ccc-chc-ppf-2024-25,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
www,ush-migration-d,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-riogrande,,,,,FALSE,
www,bha-cs-playground,,,,,FALSE,
www,commcare-learning-3,INTERNAL,Dimagi Only CommCare Enterprise Edition,,bugs-1,FALSE,
www,ceshhar-zim-dev,SANDBOX,Dimagi Only CommCare Enterprise Edition,True,ceshhar-zim,TRUE,has downstream keep
www,rselwitz,INTERNAL,Dimagi Only CommTrack Enterprise Edition,,,FALSE,
www,co-slv,,,,,FALSE,
www,co-conejos,,,,,FALSE,
www,irc-gavi-reach,PRODUCT,CommCare Enterprise Edition - IRC - Pay Monthly,,,FALSE,
www,nj-covid-mercer,,,,,FALSE,
www,dms-colombia,PRODUCT,Discounted Custom Advanced Plan for dms-colombia - Pay Annually,,,FALSE,
www,philly-covid-containment,,,,,FALSE,
www,schmidt-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,schmidt-staging,FALSE,
www,jason-test3,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ny-orleans-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,dimagi-vaccine-solution,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,pmievolve-sierra-leone,IMPLEMENTATION,Grouped Advanced Plan for Abt Associates - Prevention of Malaria,,,FALSE,
www,wv-sahel-car,,,,,FALSE,
www,ny-broome-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,co-carecoordination,IMPLEMENTATION,US State: Enterprise Premier,True,,TRUE,production domain
www,testshiv-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,akj,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-boulder,,,,,FALSE,
www,ethan-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,False,,FALSE,
www,lauren-eby,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,impact-network,PRODUCT,CommCare Pro Edition - Pay Annually,True,,TRUE,production domain
www,gorongosa-nbc,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,vectorlink-senegal,PRODUCT,CommCare Paused Edition,,,FALSE,
www,polio-cameroon-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"campagne-cameroun,polio-cameroon",TRUE,has downstream keep
www,co-carecoordination-sand,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,co-sanmiguel,,,,,FALSE,
www,project-space-b1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,us-monkeypox-qa,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,frener,,,,,FALSE,
www,cfs-downstream-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,cfs-upstream-test,FALSE,
www,shubhamgoyaltest,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ny-ontario-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,ethan-testing-case-tiles,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-carecoordination-uat,SANDBOX,Enterprise Plan for State of Colorado: Capacity and Central Registries,True,,TRUE,has upstream keep
www,nj-covid-monmouth,,,,,FALSE,
www,commcare-tests,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ny-washington-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,sudcare-dev,PRODUCT,CommCare Paused Edition,True,sudcare,FALSE,
www,ny-staging-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,ccc-chc-solina-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
www,navajo-covid19-dev,PRODUCT,CommCare Paused Edition,True,"nana-data-migration-test,navajo-covid19-loadtestin,https://staging.commcarehq.org/a/covid-navajo-staging/,navajo-covid19-staging,chw-covid-response-team",FALSE,
www,nj-covid-warren,,,,,FALSE,
www,mypractice,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,m2m,PRODUCT,Grouped Advanced Plan for Mothers to Mothers - Pay Monthly,True,,TRUE,production domain
www,basif-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ny-ulster-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,cope-covid19,,,,,FALSE,
www,vectorlink-ivorycoast,PRODUCT,CommCare Paused Edition,,,FALSE,
www,ush-cjw-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ny-rensselaer-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,uss-snezhana-onboarding,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,wv-sahel-niger,,,,,FALSE,
www,philly-covid19-learning,,,,,FALSE,
www,ak-covid19-tracker-test,PRODUCT,CommCare Paused Edition,True,"ak-tb-dev,https://staging.commcarehq.org/a/covid-ak-staging/,julia-fuller-test,ak-covid19-tracker-load,alaska-covid-19-project,ak-training-sandbox,ak-covid19-tracker-intqa,ak-covid19-load-testing,ak-covid19-tracker-prod",FALSE,
www,hungry-hippo-kate,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,nj-covid-salem,,,,,FALSE,
www,livewell-chc-2,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,co-alamosa,,,,,FALSE,
www,axis-advocacy,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,alaska-covid-19-project,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,kt-test-space,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,nj-covid-cumberland,,,,,FALSE,
www,analytics-test-count,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ccc-chc-rwyd-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
www,downstream-test-domain,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ush-poc,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,care-coordination-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-cheyenne,,,,,FALSE,
www,casesearch-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,qa domain
www,ny-franklin-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,nysofa-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,nj-covid-assignment-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-uat,,,,,FALSE,
www,ccc-nigeria-experiments,IMPLEMENTATION,Enterprise Plan for CommCare Connect,,,FALSE,
www,scdai,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,commcare-fundamentals-13,,,,,FALSE,
www,learning-118,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,webuserrestore,,,,,FALSE,
www,co-obh-analytics-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,campagne-cameroun,PRODUCT,CommCare Free Edition,False,,TRUE,has upstream keep
www,co-southeast,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
www,cambodia-arch-3-study,PRODUCT,CommCare Paused Edition,,,FALSE,
www,ny-fulton-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,co-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,co-obh,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,co-lahd,,,,,FALSE,
www,co-lake,,,,,FALSE,
www,livhu-2024,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ochsner-health-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,vee-2,PRODUCT,CommCare Community Edition (With ERM),,,FALSE,
www,pmievolve-ethiopia-1,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
www,somalia-vax-delivery-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"vax-delivery,somalia-vax-delivery",FALSE,
www,co-elbert,,,,,FALSE,
www,analytics-test-cookie-mon,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-jefferson,,,,,FALSE,
www,uss-julia-onboarding,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,faisal-workshop,,,,,FALSE,
www,camnafaw,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,analytics-test-kermit,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,sudcare,PRODUCT,CommCare Paused Edition,,,FALSE,
www,tcb-hiv-follow-up,,,,,FALSE,
www,ccc-chc-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,wv-sahel,,,,,FALSE,
www,campaign-togo-1,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
www,nitin-commcare,INTERNAL,QA Test Plan,,,TRUE,has upstream keep
www,vt-dev,SANDBOX,CommCare Paused Edition,True,"vt-sandbox,vt-prod,vt-test,vt-perf",FALSE,
www,aashima-testing,INTERNAL,Dimagi Only CommCare Enterprise Edition,,dimagi-file-sharing,FALSE,
www,vaccine-education,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ccc-chc-cwins-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
www,vt-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ush-cjw-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ccc-chc-cowacdi-2024-25,INTERNAL,Enterprise Plan for Connect - test spaces,,,FALSE,
www,us-monkeypox-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,nazier-heynes,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,alafiacomm,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"alafiacomm-test,alafiacomm-prod,mamyproject",TRUE,has downstream keep
www,campagne-civ,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
www,co-gilpin,,,,,FALSE,
www,firsttestproject-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,az-pima-health-prod,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,ny-schoharie-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,test-project-435,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ny-chautauqua-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,ak-covid19-tracker-intqa,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,andrea-onboarding,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,philly-covid19-sandbox,,,,,FALSE,
www,ush-migration-c,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ush-new-project-template,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,test-connectsetup,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-kitcarson,,,,,FALSE,
www,nj-covid-ocean,,,,,FALSE,
www,kaleb-dimagi,INTERNAL,Dimagi Internal Test Account: kaleb-dimagi,True,,FALSE,
www,test-dimagi-4,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-pitkin,,,,,FALSE,
www,az-pima-health-staging,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"az-pima-health-uat,az-pima-health-prod",FALSE,
www,co-rioblanco,,,,,FALSE,
www,anthony-sandbox,PRODUCT,CommCare Free Edition,,,FALSE,
www,let-sdoit,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,has upstream keep
www,gherceg,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ny-greene-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,vectorlink-uganda,PRODUCT,CommCare Paused Edition,,,FALSE,
www,lgtest,INTERNAL,Dimagi Only CommCare Enterprise Edition,,exclamationtest,FALSE,
www,id-testing-20150106,NOT_SET,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-costilla,,,,,FALSE,
www,wv-sahel-nigeria,PRODUCT,CommCare Enterprise Edition - IRC - Pay Monthly,True,,TRUE,production domain
www,analytics-test-big-bird,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,woody-sample-apps,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,has upstream keep
www,humanitarian-use-cases,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,scdaa-philly-del,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,chc-nm-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,alafiacomm-training,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,campaign-ghana,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
www,bp-test-domain,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,notresante-guinee-academy,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ccc-chc-zegcawis-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
www,somerville-regional-phdms,IMPLEMENTATION,Enterprise Premier Plan for City of Somerville,True,,TRUE,production domain
www,co-clearcreek,,,,,FALSE,
www,livhu-load-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ny-essex-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,ny-cattaraugus-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,develop-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ny-dutchess-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,wv-sahel-niger-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,sahel-prep,FALSE,
www,nj-covid-integrations-2,,,,,FALSE,
www,campagne-niger,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,campagne-niger-dev,FALSE,
www,inddex-vietnam,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"inddex-test,inddex,inddex-vietnam-lang-vie",TRUE,has downstream keep
www,co-prowers,,,,,FALSE,
www,connect-testing,INTERNAL,Enterprise Plan for Connect - test spaces,,,FALSE,
www,rectest,NOT_SET,Dimagi Only CommTrack Enterprise Edition,True,,FALSE,
www,fonkoze_aksyon_test,,,,,FALSE,
www,az-pima-health-uat,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,commcare-superset,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ny-suffolk-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,grougu-prod,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,schmidt-staging,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ccc-tech2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,analytics-test-bert,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,kaleb-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ny-genesee-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,rti-guinne,INTERNAL,CommCare Paused Edition,,,FALSE,
www,projectx-2,,,,,FALSE,
www,nj-covid-training,,,,,FALSE,
www,soltech-training,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,crusher,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ny-chenango-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,ush-migration-d2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-kiowa,,,,,FALSE,
www,chadbrochill,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,downstream-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,prueba-dms-colombia-1,PRODUCT,CommCare Paused Edition,,,FALSE,
www,hungry-hippo-jgray,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ulrich-playground,,,,,FALSE,
www,freq-utilizers,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,test-project-432,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,hungry-hippo-braxton,TRUE,has upstream keep
www,co-performance,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,dvs-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,pivot,PRODUCT,Discounted Advanced Plan for PivotWorks - Pay Annually,,,FALSE,
www,co-ochd,,,,,FALSE,
www,bosco-linked,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,demos-solutions,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,casesearch,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"casesearch-1,nitin-commcare,casesearch-split-screen,casesearch-2,casesearch",TRUE,qa domain
www,ny-tioga-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,cdcms-load-testing,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,c-wins-chc,INTERNAL,Dimagi Only CommCare Enterprise Edition,,c-wins-chc-live,FALSE,
www,co-carecoordination-train,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,ny-dev-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,"https://staging.commcarehq.org/a/covid-ny-staging/,ny-performance-cdcms-2,ny-montgomery-cdcms,ny-uat-cdcms,ny-staging-cdcms,ny-franklin-cdcms,ush-migration,ny-rockland-cdcms,ny-transfers-cdcms,ny-viaduct-wes-cdcms,ny-sullivan-cdcms,ny-tioga-cdcms,ny-onondaga-cdcms,ny-broome-cdcms,ny-statewide-cdcms,ny-ontario-cdcms,ny-cortland-cdcms,cdcms-load-testing,ny-putnam-cdcms,ny-orleans-cdcms,ny-performance-cdcms,ny-chemung-cdcms,ny-stlawrence-cdcms,ny-dutchess-cdcms,ny-orange-cdcms,ny-greene-cdcms,ny-genesee-cdcms,ny-essex-cdcms,ny-suffolk-cdcms,ny-saratoga-cdcms,ny-steuben-cdcms,ny-seneca-cdcms,ny-training-cdcms,ny-hamilton-cdcms,ny-chautauqua-cdcms,ny-delaware-cdcms,ny-allegany-cdcms,ny-columbia-cdcms,ny-chenango-cdcms,ny-cattaraugus-cdcms,ny-fulton-cdcms,ny-erie-cdcms,ny-albany-cdcms,ny-jefferson-cdcms,ny-lewis-cdcms,ny-monroe-cdcms,ny-niagara-cdcms,ny-oneida-cdcms,ny-otsego-cdcms,ny-herkimer-cdcms,ny-rensselaer-cdcms,ny-oswego-cdcms,ny-nassau-cdcms,ny-integrations-cdcms,ny-madison-cdcms,ny-livingston-cdcms,ny-schenectady-cdcms,ny-schoharie-cdcms,ny-schuyler-cdcms,ny-cayuga-cdcms,ny-clinton-cdcms,ny-warren-cdcms,ny-westchester-cdcms,ny-wyoming-cdcms,ny-viaduct-suf-cdcms,ny-washington-cdcms,ny-wayne-cdcms,ny-yates-cdcms,ny-tompkins-cdcms,ny-viaduct-state-cdcms,ny-ulster-cdcms",FALSE,
www,ms-test-space,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,ny-performance-cdcms-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,l10k2020ethiopia-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,jennifertest,FALSE,
www,ny-niagara-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,500k-load,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,co-support,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,nj-covid-atlantic,,,,,FALSE,
www,casesearch-3,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,qa domain
www,ush-web-user-ga,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ny-hamilton-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,camden-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,co-training,,,,,FALSE,
www,ny-madison-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,jfuller-inddex-push-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,hl-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,ny-steuben-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,co-montezuma,,,,,FALSE,
www,ny-onondaga-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,nphcda-echis,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
www,kcho-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,philly-covid19-dev,,,,"lil-phil-test,https://staging.commcarehq.org/a/covid-philly-staging/",FALSE,
www,case-search-and-claim,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,jonathantangtest,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,has upstream keep
www,ny-performance-cdcms,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,mirror2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
www,swat,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,qateam,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"test-dev,downstream-reports,let-sdoit,qa-automation-prod,qateam,anshutest",TRUE,qa domain
www,mobiledemo,,,,,FALSE,
www,kenya-vca,PRODUCT,CommCare Paused Edition,,,FALSE,
www,ops_summit-1,,,,,FALSE,
www,ccc-test-space,INTERNAL,Dimagi Only CommCare Enterprise Edition,,ccc-chc-kikapu,FALSE,
www,ny-yates-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,sujukwa-chc,IMPLEMENTATION,CommCare Paused Edition,,ccc-test-space,FALSE,
www,kai-2025,INTERNAL,Dimagi Only CommCare Enterprise Edition,,nile-special,FALSE,
www,ny-cayuga-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
www,wv-sahel-rca,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,laboratory,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
www,campagne-benin,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
www,tcb-it,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
